url,product_name,sku,upc,features,image,specifications
https://houseofrohl.com/holborn-c-spout-filter-faucet-satin-nickel-with-metal-lever-handle-u-1601l-stn-2/,Holborn™ Filter Kitchen Faucet - Satin Nickel | Model Number: U.1601L-STN-2,U1601LSTN2,685333700744,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Designed to work with our HRK-2000 filtration system, sold separately
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104504/114960/p6jmvv6ytpzcv0kgc4ok__69848.1652162732.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE | Shape: C-SPOUT
https://houseofrohl.com/holborn-c-spout-filter-faucet-unlacquered-brass-with-metal-lever-handle-model-number-u-1601l-ulb-2/,Holborn™ Filter Kitchen Faucet - Unlacquered Brass | Model Number: U.1601L-ULB-2,U1601LULB2,824438407473,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Designed to work with our HRK-2000 filtration system, sold separately
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Unlacquered Brass is a living finish which naturally ages over time and develops a patina unique to its environment
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/113372/125258/5511902214375dc2a2bdadbb98d2decbdc774e73__58531.1779357172.jpg?c=1,Room: KITCHEN | Warranted Finish: NO | Warranty: NO EXPRESS WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE
https://houseofrohl.com/holborn-c-spout-filter-faucet-english-bronze-with-metal-lever-handle-u-kit1601l-eb-2/,DISCONTINUED Holborn™ Filter Kitchen Faucet Kit - English Bronze | Model Number: U.KIT1601L-EB-2,UKIT1601LEB2,824438211728,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Top of the line 0.2-micron ceramic filter and active carbon material
Yields reduced PFA’s, lead, heavy metals, bacteria, foul taste and odor
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104503/114953/rjnmu8i5isjxhuj0dmtb__07637.1652162729.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE | Shape: C-SPOUT
https://houseofrohl.com/holborn-c-spout-filter-faucet-polished-chrome-with-metal-lever-handle-u-kit1601l-apc-2/,Holborn™ Filter Kitchen Faucet Kit - Polished Chrome | Model Number: U.KIT1601L-APC-2,UKIT1601LAPC2,824438211698,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Top of the line 0.2-micron ceramic filter and active carbon material
Yields reduced PFA’s, lead, heavy metals, bacteria, foul taste and odor
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104505/114955/hndaubmyhclvaoayx77h__12421.1652162730.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE | Shape: C-SPOUT
https://houseofrohl.com/holborn-c-spout-filter-faucet-polished-nickel-with-metal-lever-handle-u-kit1601l-pn-2/,Holborn™ Filter Kitchen Faucet Kit - Polished Nickel | Model Number: U.KIT1601L-PN-2,UKIT1601LPN2,824438211704,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Top of the line 0.2-micron ceramic filter and active carbon material
Yields reduced PFA’s, lead, heavy metals, bacteria, foul taste and odor
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104502/114957/dmlfhzrihnu68emjgqne__34101.1652162731.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE | Shape: C-SPOUT
https://houseofrohl.com/holborn-c-spout-filter-faucet-satin-english-gold-with-metal-lever-handle-u-kit1601l-seg-2/,Holborn™ Filter Kitchen Faucet Kit - Satin English Gold | Model Number: U.KIT1601L-SEG-2,UKIT1601LSEG2,824438399891,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Top of the line 0.2-micron ceramic filter and active carbon material
Yields reduced PFA’s, lead, heavy metals, bacteria, foul taste and odor
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104508/114959/etlswltvl1pb1oy0aq7y__73416.1652162731.jpg?c=1,Warranted Finish: YES | Warranty: 5-YEAR LIMITED WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE | Shape: C-SPOUT
https://houseofrohl.com/holborn-c-spout-filter-faucet-satin-nickel-with-metal-lever-handle-u-kit1601l-stn-2/,Holborn™ Filter Kitchen Faucet Kit - Satin Nickel | Model Number: U.KIT1601L-STN-2,UKIT1601LSTN2,824438211711,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Top of the line 0.2-micron ceramic filter and active carbon material
Yields reduced PFA’s, lead, heavy metals, bacteria, foul taste and odor
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104506/114961/pxp5mpmnyghxvakw9ak2__94111.1652162732.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: FILTRATION | Style: TRANSITIONAL | Hole Configuration: 1 | Mounting Location: DECK | Installation Type: SINGLE HOLE | Shape: C-SPOUT
https://houseofrohl.com/holborn-filter-kitchen-faucet-kit-unlacquered-brass-model-number-u-kit1601l-ulb-2/,Holborn™ Filter Kitchen Faucet Kit - Unlacquered Brass | Model Number: U.KIT1601L-ULB-2,UKIT1601LULB2,824438546356,"FEATURES
Enjoy clean filtered water next to your primary kitchen faucet for a trusted source of drinking water
Spout swivels for easy access
Filtered water .5 GPM/1.9 LPM at 45 PSI
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Not suitable for R.O. systems or instant hot systems
Top of the line 0.2-micron ceramic filter and active carbon material
Yields reduced PFA’s, lead, heavy metals, bacteria, foul taste and odor
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/119001/127387/6ae5dcdc321bf82deb0f970062c9fc008efdd6e0__87062.1779364804.jpg?c=1,Product Type: FILTRATION | Style: TRANSITIONAL | Shape: C-SPOUT | Flow Rate: 0.5 | Material: BRASS | Prop 65: YES | Ada Compliant: NO | Ansi Approved: NO
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-english-bronze-with-metal-lever-handle-u-4279ls-eb-2/,DISCONTINUED Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - English Bronze | Model Number: U.4279LS-EB-2,U4279LSEB2,824438347878,"FEATURES
Add elegance and old world charm with a bridge kitchen faucet
Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage
Matching Bar/Food Prep kitchen faucet is available
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Sidespray allows for greater sink accessibility
3-hole installation
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104519/115009/i2i7l35mwtk3kfv7ts47__03455.1652162748.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: KITCHEN FAUCETS | Style: TRANSITIONAL | Hole Configuration: 3 | Mounting Location: DECK | Installation Type: DECK | Shape: U-SPOUT
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-english-gold-with-metal-lever-handle-u-4279ls-eg-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - English Gold | Model Number: U.4279LS-EG-2,U4279LSEG2,824438347885,"FEATURES
Add elegance and old world charm with a bridge kitchen faucet
Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage
Matching Bar/Food Prep kitchen faucet is available
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Sidespray allows for greater sink accessibility
3-hole installation
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104516/115011/um26kjlrym2wcnueozgh__20079.1652162749.jpg?c=1,Warranted Finish: YES | Warranty: 5-YEAR LIMITED WARRANTY | Product Type: KITCHEN FAUCETS | Style: TRANSITIONAL | Hole Configuration: 3 | Mounting Location: DECK | Installation Type: DECK | Shape: U-SPOUT
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-polished-chrome-with-metal-lever-handle-u-4279ls-apc-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Polished Chrome | Model Number: U.4279LS-APC-2,U4279LSAPC2,824438347847,"FEATURES
Add elegance and old world charm with a bridge kitchen faucet
Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage
Matching Bar/Food Prep kitchen faucet is available
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Sidespray allows for greater sink accessibility
3-hole installation
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104517/115013/ic0vktz54jrwtwurq600__25901.1652162750.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: KITCHEN FAUCETS | Style: TRANSITIONAL | Hole Configuration: 3 | Mounting Location: DECK | Installation Type: DECK | Shape: U-SPOUT
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-polished-nickel-with-metal-lever-handle-u-4279ls-pn-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Polished Nickel | Model Number: U.4279LS-PN-2,U4279LSPN2,824438347854,"FEATURES
Add elegance and old world charm with a bridge kitchen faucet
Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage
Matching Bar/Food Prep kitchen faucet is available
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Sidespray allows for greater sink accessibility
3-hole installation
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104518/122343/6e64eece95770f4f40a92857580bc5b5db96a26f__56524.1779349626.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: KITCHEN FAUCETS | Style: TRANSITIONAL | Hole Configuration: 3 | Mounting Location: DECK | Installation Type: DECK | Shape: U-SPOUT
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-satin-english-gold-with-metal-lever-handle-model-number-u-4279ls-seg-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Satin English Gold | Model Number: U.4279LS-SEG-2,U4279LSSEG2,824438591981,"FEATURES
Add elegance and old world charm with a bridge kitchen faucet
Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage
Matching Bar/Food Prep kitchen faucet is available
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Sidespray allows for greater sink accessibility
3-hole installation
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/113408/125034/89258815eaed4dfbaa6115720f96576183372737__86225.1779352685.jpg?c=1,Room: KITCHEN | Warranted Finish: YES | Warranty: 5-YEAR LIMITED WARRANTY | Product Type: KITCHEN FAUCETS | Style: TRANSITIONAL | Hole Configuration: 3 | Mounting Location: DECK | Installation Type: DECK
https://houseofrohl.com/holborn-u-spout-bridge-kitchen-faucet-with-sidespray-satin-nickel-with-metal-lever-handle-u-4279ls-stn-2/,Holborn™ Bridge Kitchen Faucet With U-Spout And Side Spray - Satin Nickel | Model Number: U.4279LS-STN-2,U4279LSSTN2,824438347861,"FEATURES
Add elegance and old world charm with a bridge kitchen faucet
Flow rate of 1.5 GPM/5.69 LPM at 60 PSI for effective cleaning while optimizing water usage
Matching Bar/Food Prep kitchen faucet is available
Solid brass construction delivers the utmost in beauty, durability and long-lasting performance
Ceramic disc cartridge for durability and long-lasting performance
Sidespray allows for greater sink accessibility
3-hole installation
Unlacquered Brass is a living finish that naturally age over time and develop a patina unique to its environment. Returns based on finish will not be accepted.
RELATED PRODUCTS",https://cdn11.bigcommerce.com/s-80sqzb3h0c/images/stencil/600x600/products/104524/115019/iitxs3pdnmwuchvbkq4e__66059.1652162752.jpg?c=1,Warranted Finish: YES | Warranty: LIMITED LIFETIME WARRANTY | Product Type: KITCHEN FAUCETS | Style: TRANSITIONAL | Hole Configuration: 3 | Mounting Location: DECK | Installation Type: DECK | Shape: U-SPOUT
